MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
-0.9008905186323809,1.3771714684199337,0.4565558858398512,0.4626759440882611,-0.4432668236019785,-0.44597196031310005,0.45478703343590476,-1.35931652353142,-0.9083195932218404,-1.3617389766397805,0.004127353931466991,2.2875913145951863,0.9169416631417308,-0.4436510030541322,-1.356358816310514,-0.9016707269567341,-0.4422242120399092,-0.9095454183569208,-1.3632319309859018,0.46554296509784093,Low
1.37774516552799,-0.4400070678184123,-0.0005073401808828879,0.9220900480384756,0.9242638175945698,1.8449406626544864,-1.8182162024169204,0.01227575085576512,0.0038081332580535937,-0.4511508749715331,0.46170539511408126,1.8310145130409536,-1.3566214952088282,0.4710273254255286,-1.356358816310514,-1.815333274854628,-1.811184016520028,1.8322514617382986,-1.820827439386336,-0.8971547569175002,Low
-0.9008905186323809,2.2857607365391064,-0.45757056620161696,-1.834394575662811,0.9242638175945698,0.012210564280417264,-0.4544142609052253,0.9266706004472218,-0.4522557299818934,1.8253193791990854,-1.3686067696163757,0.9178609099324888,-0.4471962318686047,-0.4436510030541322,1.3894179688032846,0.46882309489010693,-1.811184016520028,1.375285315055762,-0.9056364225854674,0.46554296509784093,Medium
-0.4451633818003067,-0.4400070678184123,-1.371697018243085,0.9220900480384756,-0.8991103706674947,-0.44597196031310005,-1.8182162024169204,-0.44492167393996324,0.4598719964980006,-0.4511508749715331,1.834439518661924,-0.4518694947302085,-1.3566214952088282,0.4710273254255286,0.47415904043201834,1.382485642788001,1.3830555272669158,0.4613530216906888,0.46715010261583534,2.282473261118296,Medium
-0.9008905186323809,0.9228768343603472,-0.0005073401808828879,-1.3749804717125966,0.01257672346353759,1.386758138060969,0.00018638626533973952,-1.35931652353142,0.9159358597379476,0.004143175862590575,0.9192834362966955,0.9178609099324888,0.4622290314716189,0.013688161185698232,-0.898729352124881,-0.9016707269567341,-0.4422242120399092,-0.4525792716743843,-0.9056364225854674,-0.4429221829123865,Low
0.46629089186384165,0.46858220030076064,0.4565558858398512,-0.4561522638121678,0.4684202705290537,-0.44597196031310005,-0.9090149080757903,-1.8165139483271482,-0.9083195932218404,0.004143175862590575,-1.82618481079899,2.2875913145951863,0.00751639980150712,1.8430448181450199,0.01652957624638524,0.011991820941159907,0.9267355924402096,-0.9095454183569208,-0.9056364225854674,-1.3513873309226139,Low
0.46629089186384165,0.9228768343603472,-0.45757056620161696,0.0032618401380466733,0.01257672346353759,0.012210564280417264,-0.4544142609052253,1.38386802524295,1.3719997229778946,-0.4511508749715331,0.46170539511408126,1.3744377114867212,-0.4471962318686047,0.013688161185698232,-0.44109988793924787,0.9256543688390539,0.9267355924402096,0.004386875008152273,-0.44804091418503317,1.3740081131080684,High
0.9220180286959158,-0.8943017018779987,-0.0005073401808828879,0.0032618401380466733,0.4684202705290537,0.47039308887393455,0.45478703343590476,0.9266706004472218,0.4598719964980006,0.004143175862590575,0.004127353931466991,-0.4518694947302085,0.4622290314716189,1.8430448181450199,0.9317885046176515,2.296148190685895,0.47041565761350335,0.004386875008152273,-0.44804091418503317,0.011310391092727195,High
0.46629089186384165,-0.8943017018779987,-0.0005073401808828879,-0.4561522638121678,0.01257672346353759,2.5322144495447625,-0.9090149080757903,-1.35931652353142,1.8280635862178416,0.9147312775308379,1.3768614774793098,-1.3650230978386733,1.3716542948118426,0.9283664896653591,0.01652957624638524,-0.4448394530077871,1.8393754620936222,0.4613530216906888,0.009554594215401072,0.9197755391029546,High
-0.4451633818003067,-0.8943017018779987,-0.0005073401808828879,0.4626759440882611,-1.3549539177330108,-0.9041544849066173,0.9093876806064698,0.9266706004472218,2.2841274494577886,-0.4511508749715331,0.004127353931466991,0.9178609099324888,0.4622290314716189,0.013688161185698232,0.47415904043201834,0.9256543688390539,0.014095722786797096,0.9183191683732254,-0.44804091418503317,1.3740081131080684,High
0.01056375503176747,-1.8028909699971718,0.9136191118605852,-0.4561522638121678,0.01257672346353759,0.9285756134674519,-0.4544142609052253,-0.9021190987356915,-2.276511182941681,-1.3617389766397805,0.46170539511408126,0.4612841083782564,-0.4471962318686047,1.3857056539051895,0.01652957624638524,0.011991820941159907,0.9267355924402096,-0.4525792716743843,-1.3632319309859018,0.46554296509784093,Low
