MonsoonIntensity,TopographyDrainage,RiverManagement,DamsQuality,Siltation,AgriculturalPractices,Watersheds,DeterioratingInfrastructure,Flood_Vulnerability_Score,Infrastructure_Deficit_Score,Environmental_Stress_Score,Aggregate_Hazard_Index,FloodProbability
-0.9008905186323808,1.3771714684199337,0.4565558858398512,0.4547870334359047,-1.35931652353142,-0.9083195932218404,-1.356358816310514,-0.901670726956734,0.21282755156927263,0.46120874375145593,-0.813768554426724,-0.22053964375472185,Low
1.37774516552799,-0.4400070678184123,-0.0005073401808828,-1.8182162024169204,0.0122757508557651,0.0038081332580535,-1.356358816310514,-1.815333274854628,0.556525582551712,-0.3352073922791284,0.8308226400547749,-0.10431195056686908,Low
-0.9008905186323808,2.2857607365391064,-0.4575705662016169,-0.4544142609052253,0.9266706004472218,-0.4522557299818934,1.3894179688032846,0.4688230948901069,-0.20226452575944226,-0.10908425642475128,0.7369646692295883,0.07576776284056742,Medium
-0.4451633818003067,-0.4400070678184123,-1.371697018243085,-1.8182162024169204,-0.4449216739399632,0.4598719964980006,0.4741590404320183,1.382485642788001,-0.35573034462563224,0.23670986607569905,-0.17500163755268766,0.10066879722129154,Medium
-0.9008905186323808,0.9228768343603472,-0.0005073401808828,0.0001863862653397,-1.35931652353142,0.9159358597379476,-0.898729352124881,-0.901670726956734,-0.35969003530994237,0.23391500138444754,0.3733669250901321,-0.10619591828569049,Low
0.4662908918638416,0.4685822003007606,0.4565558858398512,-0.9090149080757904,-1.816513948327148,-0.9083195932218404,0.0165295762463852,0.0119918209411599,0.2804280866330714,-0.10890414583460861,-0.3582547051000434,-0.12856623549242363,Low
0.4662908918638416,0.9228768343603472,-0.4575705662016169,-0.4544142609052253,1.38386802524295,1.3719997229778946,-0.4410998879392478,0.925654368839054,0.3030592755297173,0.5768458036336578,0.19000460215169368,0.32771140417188793,High
0.9220180286959158,-0.8943017018779987,-0.0005073401808828,0.4547870334359047,0.9266706004472218,0.4598719964980006,0.9317885046176516,2.296148190685895,0.09968178456550356,0.5757982708307645,0.28144308135434626,0.39691487030362904,High
0.4662908918638416,-0.8943017018779987,-0.0005073401808828,-0.9090149080757904,-1.35931652353142,1.8280635862178416,0.0165295762463852,-0.4448394530077871,-0.15170553411576526,-0.3355039953607353,1.1497878116895337,0.36240960478008327,High
-0.4451633818003067,-0.8943017018779987,-0.0005073401808828,0.9093876806064698,0.9266706004472218,2.284127449457789,0.4741590404320183,0.925654368839054,-0.2869488883181313,0.6892575783273699,0.0984374680439707,0.2594365464502398,High
0.0105637550317674,-1.802890969997172,0.9136191118605852,-0.4544142609052253,-0.9021190987356916,-2.276511182941681,0.0165295762463852,0.0119918209411599,-0.35553205862849097,0.12014176588206806,-0.6299354188649713,-0.19610019358070718,Low
0.4662908918638416,1.83146610247952,-1.8287602442638191,0.0001863862653397,1.38386802524295,-0.4522557299818934,0.0165295762463852,0.4688230948901069,0.16408583615702715,0.46189363664340866,0.0995999522410934,0.17987904589168122,High
-0.4451633818003067,1.83146610247952,-0.4575705662016169,-1.3636155552463554,1.38386802524295,-0.4522557299818934,-0.898729352124881,-0.4448394530077871,-0.1563336863831129,-0.5642995971703164,-0.3582106418651573,-0.2204167964631047,Low
0.4662908918638416,-0.8943017018779987,0.9136191118605852,2.5004899457034475,0.9266706004472218,1.3719997229778946,-1.356358816310514,-0.901670726956734,0.49053386024274287,-0.1698087716956213,0.2810399352288793,0.11131337720476508,High
1.37774516552799,-1.802890969997172,1.8277455639020532,0.4547870334359047,-0.9021190987356916,-0.4522557299818934,0.4741590404320183,-0.4448394530077871,0.3058067254534806,0.2337348907943047,-0.1739156188599105,-0.08257586919844245,Medium
0.9220180286959158,-1.3485963359375852,-0.4575705662016169,0.4547870334359047,0.4694731756514934,-1.3643834564617874,-0.4410998879392478,-1.3585020009056812,-0.013421698363496978,-0.5661526778442457,-0.5400584924092573,-0.26525757891919477,Low
0.9220180286959158,-0.4400070678184123,-0.4575705662016169,0.9093876806064698,-1.35931652353142,0.4598719964980006,0.4741590404320183,-1.815333274854628,0.029959977086210468,-0.33842193376172497,0.461932795247791,-0.15234903563674176,Low
-0.4451633818003067,0.9228768343603472,0.9136191118605852,0.4547870334359047,0.4694731756514934,-1.3643834564617874,0.9317885046176516,0.4688230948901069,0.35017103614974876,0.11921730678891296,0.006963206931056218,0.1454250752637281,High
0.0105637550317674,-1.3485963359375852,0.4565558858398512,0.9093876806064698,-0.9021190987356916,0.0038081332580535,-1.8139882804961476,0.925654368839054,-0.33337104531774103,0.8044030183443098,-0.449693184302696,-0.12901449131012405,Low
0.0105637550317674,0.4685822003007606,-1.371697018243085,-1.3636155552463554,-0.4449216739399632,0.4598719964980006,1.3894179688032846,1.382485642788001,-0.15284417128469896,-0.6784396350712555,0.6036466230153035,-0.07092399892733994,Medium
0.9220180286959158,1.83146610247952,1.370682337881319,-1.3636155552463554,0.0122757508557651,1.3719997229778946,-0.4410998879392478,-1.3585020009056812,1.3310101336374522,-0.6780704139420409,0.1878224780492494,0.2249819456096418,High
0.0105637550317674,1.3771714684199337,1.370682337881319,0.4547870334359047,-0.9021190987356916,-0.4522557299818934,1.8470474329889175,0.0119918209411599,0.9903103001301468,0.23329788907879245,0.3728393278085677,0.48820012798967805,High
-0.9008905186323808,0.4685822003007606,1.370682337881319,0.9093876806064698,0.4694731756514934,-1.3643834564617874,-0.898729352124881,0.4688230948901069,0.07662270415773001,0.5753000697472286,-0.08298244648044224,-0.014451358752337055,Medium
0.4662908918638416,2.5129080535689,-0.4575705662016169,-0.4544142609052253,-1.35931652353142,-1.8204473197017343,0.0165295762463852,0.4688230948901069,0.33303579717168397,-0.10808301679636957,-0.2644518146199736,-0.0953124298100535,Medium
-1.3566176554644551,-1.802890969997172,0.9136191118605852,0.4547870334359047,-0.4449216739399632,-0.9083195932218404,-0.898729352124881,0.0119918209411599,-0.8340455523021688,0.5759808001515623,-0.44911247243310315,-0.05926095806018326,Medium
1.833472302360064,-0.4400070678184123,-1.371697018243085,1.3639883277770348,0.4694731756514934,0.0038081332580535,0.0165295762463852,-1.815333274854628,0.34990932404045455,-0.5674546830418534,-0.44931653238458213,-0.24331107499538165,Low
-1.3566176554644551,0.0142875662411741,-0.0005073401808828,-0.4544142609052253,0.9266706004472218,1.8280635862178416,-0.4410998879392478,-0.901670726956734,-0.8382246710210045,-0.22241807148096354,0.5555491948039148,-0.12868971233804843,Low
0.4662908918638416,2.2857607365391064,-0.4575705662016169,-0.4544142609052253,-0.9021190987356916,0.9159358597379476,1.3894179688032846,0.4688230948901069,1.0113115342345786,0.12045569388784219,-0.3585697247557381,0.23647580508324273,High
0.9220180286959158,-1.3485963359375852,-0.914633792222351,0.0001863862653397,0.4694731756514934,0.0038081332580535,-1.356358816310514,0.0119918209411599,-0.47236562672781535,0.0052532169904976,0.37311263239770504,-0.060068704304474654,Medium
1.37774516552799,1.3771714684199337,1.8277455639020532,-0.4544142609052253,1.8410654500386785,0.9159358597379476,-0.4410998879392478,-0.901670726956734,1.100822335057757,-0.10752294137111912,0.19085389717957674,0.21421516974450103,High
0.4662908918638416,2.5129080535689,-0.0005073401808828,1.8185889749476,0.0122757508557651,0.4598719964980006,-0.4410998879392478,-0.4448394530077871,0.9757453671160881,0.3451454258596349,0.09866134411217883,0.3386649223705798,High
-1.3566176554644551,-0.4400070678184123,0.4565558858398512,0.0001863862653397,0.4694731756514934,-0.4522557299818934,-1.356358816310514,0.4688230948901069,-0.4928544011715828,0.005817454903367242,0.18985654773263524,-0.12874836311310783,Low
-0.9008905186323808,0.4685822003007606,0.9136191118605852,0.9093876806064698,-0.4449216739399632,-1.3643834564617874,-0.4410998879392478,-0.4448394530077871,-0.014789941046416758,0.004451831607080736,-0.6303103664699521,-0.3109141230834299,Low
-0.4451633818003067,0.4685822003007606,-0.4575705662016169,-0.4544142609052253,1.38386802524295,-1.3643834564617874,0.9317885046176516,1.382485642788001,0.14612508360249746,0.23422651065956665,0.09799854000824186,0.07792268487986768,Medium
-0.4451633818003067,0.9228768343603472,1.370682337881319,0.4547870334359047,-0.9021190987356916,-0.4522557299818934,0.4741590404320183,0.4688230948901069,0.07405239819372395,0.34675477784474273,-0.5384383245176136,0.0769788968815873,Medium
-0.9008905186323808,0.9228768343603472,1.370682337881319,0.9093876806064698,0.0122757508557651,0.9159358597379476,1.8470474329889175,-0.4448394530077871,0.3739620042527125,0.0037009018857943887,-0.5410357984870151,0.2481776906367021,High
2.5170630076081757,-0.4400070678184123,-0.4575705662016169,1.3639883277770348,0.0122757508557651,-0.4522557299818934,-0.4410998879392478,0.0119918209411599,0.86387418207563,0.4610988324782659,0.008913072561535285,0.24780891028740068,High
-0.4451633818003067,0.4685822003007606,-0.4575705662016169,1.3639883277770348,-0.9021190987356916,0.4598719964980006,0.4741590404320183,0.925654368839054,-0.12952337876763123,0.4597242092330505,0.6478557246932425,0.28235008576206655,High
0.0105637550317674,-0.8943017018779987,-1.8287602442638191,0.0001863862653397,0.0122757508557651,-0.9083195932218404,-1.8139882804961476,1.382485642788001,-0.7687434336136214,1.2620315151890547,-0.08396511784424299,0.03167536995183569,Medium
-0.4451633818003067,-0.4400070678184123,-0.4575705662016169,1.3639883277770348,0.4694731756514934,0.9159358597379476,1.8470474329889175,-0.4448394530077871,-0.26478787500738155,1.202972516905215,0.6450300698275271,0.6132286833780636,High
-0.4451633818003067,-0.4400070678184123,-0.914633792222351,-1.3636155552463554,-0.4449216739399632,0.9159358597379476,0.0165295762463852,-1.3585020009056812,-0.44808334100157127,0.12168991849915217,1.0123735827467768,0.21488083963517396,High
-0.9008905186323808,0.0142875662411741,-0.0005073401808828,0.0001863862653397,0.0122757508557651,-0.9083195932218404,-0.898729352124881,0.0119918209411599,-0.4949545315496927,-0.22353580360080952,-0.35860787992851806,-0.3342706373534609,Low
1.833472302360064,0.4685822003007606,0.4565558858398512,0.9093876806064698,0.0122757508557651,0.4598719964980006,0.0165295762463852,0.4688230948901069,1.034590042676878,0.11822264837880524,0.8303265198553665,0.4422197084432197,High
-1.3566176554644551,0.4685822003007606,-0.914633792222351,0.4547870334359047,-1.35931652353142,-0.9083195932218404,1.3894179688032846,0.0119918209411599,-0.8155934821243587,0.4620869096700996,-1.0882966958338733,-0.20833326027674876,Low
-1.3566176554644551,-0.4400070678184123,0.4565558858398512,0.0001863862653397,-1.35931652353142,-0.9083195932218404,-0.898729352124881,0.4688230948901069,-0.6766200427516685,-0.337616385890689,0.5543586672450914,-0.12956834802776204,Low
-0.9008905186323808,1.83146610247952,-0.914633792222351,-1.3636155552463554,-0.9021190987356916,-0.9083195932218404,1.3894179688032846,0.0119918209411599,0.05216327447172876,-0.6786304893672914,-0.08346912381815644,-0.21971838393239077,Low
